# Energies per box
# Cycle, LJ_Inter, LJ_tail, LJ_Inter_Total, EL_Real, EL_Excl, EL_Self, EL_Four,                                                EL_Inter, LJ_Intra, EL_Intra, E_Bending, E_Torsion, E_Total
     42000  -0.7008043749E+006  -0.2853472084E+005  -0.7293390957E+006  -0.2954621989E+006   0.4597132107E+007  -0.5786637223E+007   0.3118100283E+005  -0.1453786311E+007  -0.9660778110E+004   0.7176017804E+006   0.3972698982E+006  -0.5096832635E+005  -0.1128882833E+007
     43000  -0.6999773485E+006  -0.2833239295E+005  -0.7283097415E+006  -0.2903396816E+006   0.4596778357E+007  -0.5786837053E+007   0.3235996882E+005  -0.1448038409E+007  -0.1499077710E+004   0.7227330190E+006   0.3817526615E+006  -0.5010828735E+005  -0.1123469835E+007
     44000  -0.7055589104E+006  -0.2866345538E+005  -0.7342223658E+006  -0.3009138415E+006   0.4601607216E+007  -0.5791887581E+007   0.3015090225E+005  -0.1461043304E+007  -0.9980368709E+004   0.7173023337E+006   0.4092128432E+006  -0.4294269436E+005  -0.1121673556E+007
     45000  -0.7065202596E+006  -0.2864523153E+005  -0.7351654911E+006  -0.2990236039E+006   0.4594785623E+007  -0.5786637223E+007   0.2977900464E+005  -0.1461096199E+007  -0.3730151915E+004   0.7142558512E+006   0.4065041159E+006  -0.4643026232E+005  -0.1125662137E+007
     46000  -0.7126380443E+006  -0.2908360941E+005  -0.7417216537E+006  -0.3025459052E+006   0.4595422465E+007  -0.5786848164E+007   0.2856470486E+005  -0.1465406899E+007  -0.3048362097E+004   0.7082354250E+006   0.4091352753E+006  -0.4120838978E+005  -0.1134014604E+007
     47000  -0.7096246985E+006  -0.2896850148E+005  -0.7385932000E+006  -0.3023629999E+006   0.4595199397E+007  -0.5787141610E+007   0.3051694756E+005  -0.1463788265E+007  -0.1327209176E+004   0.7066177162E+006   0.4102217467E+006  -0.4245856862E+005  -0.1129327780E+007
     48000  -0.7169583118E+006  -0.2882820378E+005  -0.7457865156E+006  -0.3013793209E+006   0.4595490326E+007  -0.5786637223E+007   0.2876318086E+005  -0.1463763037E+007  -0.3632169081E+003   0.7042855677E+006   0.3973396458E+006  -0.4862557845E+005  -0.1156913134E+007
     49000  -0.7058031281E+006  -0.2882260571E+005  -0.7346257338E+006  -0.3085009569E+006   0.4596245638E+007  -0.5786637223E+007   0.2771846119E+005  -0.1471174081E+007  -0.1840040467E+004   0.7178051305E+006   0.3817504070E+006  -0.5172780233E+005  -0.1159812120E+007
     50000  -0.7168151311E+006  -0.2848391697E+005  -0.7452990481E+006  -0.2983103922E+006   0.4597156917E+007  -0.5786637223E+007   0.3043292824E+005  -0.1457357769E+007  -0.4596077823E+004   0.7198196518E+006   0.3855221627E+006  -0.4841973243E+005  -0.1150330813E+007
     51000  -0.7084256293E+006  -0.2874711430E+005  -0.7371727436E+006  -0.3023654459E+006   0.4597481170E+007  -0.5786637223E+007   0.3124246466E+005  -0.1460279034E+007  -0.5127939511E+004   0.7158786731E+006   0.3924059116E+006  -0.5265735759E+005  -0.1146952490E+007
     52000  -0.6995474221E+006  -0.2853868987E+005  -0.7280861120E+006  -0.3012198703E+006   0.4596998257E+007  -0.5786637223E+007   0.3035568391E+005  -0.1460503152E+007  -0.5503729049E+004   0.7135954844E+006   0.3925348954E+006  -0.5017218992E+005  -0.1138134803E+007
     53000  -0.7068319384E+006  -0.2890158103E+005  -0.7357335194E+006  -0.3028117315E+006   0.4596958942E+007  -0.5786637223E+007   0.3087514214E+005  -0.1461614870E+007  -0.1889091103E+004   0.7142687533E+006   0.3980992732E+006  -0.4743709578E+005  -0.1134306550E+007
     54000  -0.7092552134E+006  -0.2869357976E+005  -0.7379487932E+006  -0.3095814244E+006   0.4603029153E+007  -0.5794023676E+007   0.3164286703E+005  -0.1468933079E+007  -0.3158505502E+004   0.7123829144E+006   0.4048298428E+006  -0.5414120932E+005  -0.1146968830E+007
     55000  -0.7002915639E+006  -0.2885264107E+005  -0.7291442050E+006  -0.3077573896E+006   0.4617248596E+007  -0.5807972511E+007   0.2952892736E+005  -0.1468952377E+007  -0.4588345275E+004   0.7175555326E+006   0.3980233654E+006  -0.5193155487E+005  -0.1139037584E+007
     56000  -0.7055605833E+006  -0.2869180768E+005  -0.7342523909E+006  -0.3080744743E+006   0.4596378218E+007  -0.5786706066E+007   0.2840633239E+005  -0.1469995989E+007  -0.1465799657E+004   0.7174947147E+006   0.3827283693E+006  -0.5345646463E+005  -0.1158947560E+007
     57000  -0.7083626703E+006  -0.2865698261E+005  -0.7370196529E+006  -0.3065119096E+006   0.4595339929E+007  -0.5786637223E+007   0.2975651896E+005  -0.1468052684E+007  -0.6709638568E+004   0.7121418433E+006   0.3972440301E+006  -0.5460108793E+005  -0.1156997190E+007
     58000  -0.6998775406E+006  -0.2839874715E+005  -0.7282762877E+006  -0.3031061928E+006   0.4595517199E+007  -0.5786637223E+007   0.3087845542E+005  -0.1463347761E+007  -0.2215494365E+004   0.7133003618E+006   0.4103147168E+006  -0.5432224499E+005  -0.1124546709E+007
     59000  -0.7007089015E+006  -0.2842794542E+005  -0.7291368469E+006  -0.3028716938E+006   0.4596964255E+007  -0.5786904085E+007   0.2854571703E+005  -0.1464265807E+007  -0.4683826608E+004   0.7195169432E+006   0.3854232564E+006  -0.5572816294E+005  -0.1148874444E+007
     60000  -0.6938947577E+006  -0.2847453422E+005  -0.7223692919E+006  -0.3071966555E+006   0.4609113137E+007  -0.5798782746E+007   0.2830654204E+005  -0.1468559723E+007  -0.5164517428E+003   0.7228434536E+006   0.3786505106E+006  -0.5738335021E+005  -0.1147334852E+007
